LIMIT_BAL,GENDER,AGE,DEFAULT,GRADUATE,UNIVERSITY,SCHOOL,EDU-OTHER,MARRIED,SINGLE,MARRIAGE-OTHER
30000,1,22,0,0,1,0,0,0,1,0
500000,1,37,0,1,0,0,0,0,1,0
450000,1,38,0,1,0,0,0,1,0,0
50000,1,22,0,0,1,0,0,0,1,0
60000,1,24,0,0,1,0,0,0,1,0
130000,1,22,0,0,1,0,0,0,1,0
280000,1,25,0,0,1,0,0,0,1,0
100000,1,26,0,0,1,0,0,1,0,0
60000,1,24,0,1,0,0,0,0,1,0
80000,1,25,0,1,0,0,0,0,1,0
130000,1,27,0,1,0,0,0,0,1,0
30000,1,21,0,0,1,0,0,0,1,0
50000,1,22,0,0,1,0,0,0,1,0
50000,1,23,1,0,1,0,0,0,1,0
50000,1,23,1,0,0,1,0,0,1,0
90000,1,23,1,0,1,0,0,0,1,0
70000,1,23,0,1,0,0,0,0,1,0
110000,1,25,0,0,1,0,0,0,1,0
80000,1,25,0,0,1,0,0,0,1,0
50000,1,23,0,0,0,1,0,0,1,0
130000,1,23,0,0,1,0,0,0,1,0
130000,1,24,0,1,0,0,0,0,1,0
60000,1,24,1,0,1,0,0,0,1,0
140000,1,24,0,0,0,1,0,0,1,0
110000,1,24,0,0,1,0,0,0,1,0
100000,1,24,1,0,1,0,0,0,1,0
20000,1,24,0,0,1,0,0,1,0,0
90000,1,24,0,0,1,0,0,0,1,0
50000,1,24,0,0,1,0,0,1,0,0
30000,1,24,0,0,1,0,0,0,1,0
130000,1,23,1,0,1,0,0,1,0,0
50000,1,26,0,0,1,0,0,0,1,0
80000,1,23,0,0,1,0,0,1,0,0
50000,1,23,0,0,1,0,0,0,1,0
130000,1,24,0,1,0,0,0,0,1,0
20000,1,24,0,1,0,0,0,0,1,0
120000,1,24,0,1,0,0,0,0,1,0
20000,1,24,0,0,1,0,0,0,1,0
80000,1,24,0,0,1,0,0,0,1,0
50000,1,24,0,1,0,0,0,0,1,0
100000,1,24,0,1,0,0,0,0,1,0
70000,1,24,0,0,1,0,0,0,1,0
90000,1,25,0,0,1,0,0,1,0,0
280000,1,25,0,0,1,0,0,0,1,0
400000,1,26,0,1,0,0,0,0,1,0
130000,1,26,0,0,0,1,0,0,1,0
30000,1,22,1,0,0,0,0,0,1,0
50000,1,23,1,0,0,1,0,0,1,0
80000,1,23,1,0,1,0,0,0,1,0
50000,1,22,0,0,0,1,0,0,1,0
10000,1,23,0,1,0,0,0,0,1,0
90000,1,24,0,0,1,0,0,0,1,0
50000,1,24,1,1,0,0,0,0,1,0
100000,1,24,0,0,1,0,0,0,1,0
90000,1,25,1,0,1,0,0,1,0,0
100000,1,25,0,1,0,0,0,0,1,0
310000,1,26,0,1,0,0,0,0,1,0
210000,1,26,0,1,0,0,0,0,1,0
340000,1,25,0,0,1,0,0,0,1,0
30000,1,25,1,0,1,0,0,1,0,0
70000,1,25,1,0,1,0,0,0,1,0
450000,1,25,0,1,0,0,0,0,1,0
110000,1,26,0,1,0,0,0,0,1,0
30000,1,26,0,0,1,0,0,1,0,0
10000,1,26,1,0,1,0,0,0,1,0
50000,1,26,0,1,0,0,0,0,1,0
120000,1,27,0,1,0,0,0,0,1,0
210000,1,27,0,1,0,0,0,0,1,0
260000,1,27,0,0,1,0,0,0,1,0
300000,1,27,0,1,0,0,0,0,1,0
160000,1,27,0,1,0,0,0,0,1,0
30000,1,27,0,0,1,0,0,0,1,0
120000,1,22,0,0,1,0,0,1,0,0
70000,1,23,0,0,1,0,0,0,1,0
90000,1,23,0,1,0,0,0,0,1,0
60000,1,24,0,0,1,0,0,0,1,0
60000,1,24,0,1,0,0,0,0,1,0
50000,1,22,0,1,0,0,0,0,1,0
100000,1,23,0,1,0,0,0,0,1,0
50000,1,24,0,0,1,0,0,1,0,0
20000,1,24,1,0,1,0,0,0,1,0
80000,1,24,0,1,0,0,0,0,1,0
300000,1,26,0,0,0,0,0,0,1,0
100000,1,23,0,0,1,0,0,0,1,0
140000,1,25,1,0,1,0,0,0,1,0
80000,1,23,1,0,1,0,0,0,1,0
60000,1,23,0,0,0,1,0,0,1,0
230000,1,23,0,0,1,0,0,0,1,0
120000,1,25,0,0,1,0,0,0,1,0
50000,1,23,0,1,0,0,0,0,1,0
60000,1,24,0,1,0,0,0,0,1,0
50000,1,24,0,0,1,0,0,0,1,0
210000,1,25,0,0,1,0,0,1,0,0
90000,1,23,0,0,1,0,0,0,1,0
20000,1,24,0,1,0,0,0,0,1,0
130000,1,22,0,0,1,0,0,0,1,0
20000,1,22,0,0,1,0,0,0,1,0
90000,1,24,0,0,1,0,0,0,1,0
30000,1,23,0,1,0,0,0,0,1,0
30000,1,23,0,0,1,0,0,1,0,0
150000,1,24,0,0,1,0,0,0,1,0
20000,1,24,1,1,0,0,0,0,1,0
80000,1,25,0,0,0,1,0,1,0,0
40000,1,25,0,0,1,0,0,0,1,0
240000,1,27,0,1,0,0,0,0,1,0
100000,1,27,0,0,0,0,0,0,1,0
100000,1,30,0,1,0,0,0,0,1,0
150000,1,25,0,0,0,1,0,0,1,0
270000,1,25,0,0,1,0,0,0,1,0
400000,1,24,0,0,1,0,0,0,1,0
50000,1,25,0,1,0,0,0,0,1,0
80000,1,25,0,1,0,0,0,0,1,0
20000,1,25,0,0,1,0,0,0,1,0
240000,1,25,0,0,0,1,0,0,1,0
70000,1,25,1,0,1,0,0,0,1,0
50000,1,26,0,0,1,0,0,0,1,0
70000,1,23,0,1,0,0,0,0,1,0
170000,1,24,0,0,0,0,0,0,1,0
110000,1,26,0,0,0,1,0,0,1,0
100000,1,26,0,1,0,0,0,1,0,0
10000,1,23,1,1,0,0,0,0,1,0
230000,1,23,0,0,1,0,0,0,1,0
230000,1,23,0,0,1,0,0,0,1,0
60000,1,23,0,0,1,0,0,1,0,0
50000,1,23,0,0,0,1,0,0,1,0
110000,1,23,0,1,0,0,0,0,1,0
180000,1,42,0,0,0,1,0,0,1,0
80000,1,24,0,0,1,0,0,0,1,0
30000,1,24,1,0,1,0,0,0,1,0
50000,1,24,0,0,0,1,0,0,1,0
190000,1,26,0,1,0,0,0,0,1,0
120000,1,26,0,0,1,0,0,0,1,0
30000,1,21,0,0,1,0,0,1,0,0
20000,1,21,0,0,1,0,0,0,1,0
60000,1,22,0,1,0,0,0,0,1,0
20000,1,22,0,1,0,0,0,0,1,0
50000,1,23,1,0,1,0,0,0,1,0
30000,1,26,0,0,0,1,0,0,1,0
150000,1,27,0,0,1,0,0,0,1,0
50000,1,22,1,1,0,0,0,0,1,0
210000,1,26,0,0,1,0,0,0,1,0
130000,1,25,0,0,0,1,0,1,0,0
50000,1,26,0,0,1,0,0,1,0,0
200000,1,26,0,1,0,0,0,0,1,0
180000,1,26,0,1,0,0,0,1,0,0
190000,1,26,1,1,0,0,0,0,1,0
160000,1,24,0,0,0,1,0,0,1,0
130000,1,23,0,1,0,0,0,0,1,0
50000,1,23,0,1,0,0,0,0,1,0
30000,1,21,0,0,0,1,0,1,0,0
20000,1,23,0,1,0,0,0,0,1,0
110000,1,23,0,0,1,0,0,0,1,0
50000,1,24,1,0,0,1,0,0,1,0
50000,1,24,1,1,0,0,0,0,1,0
80000,1,23,0,0,1,0,0,0,1,0
20000,1,24,1,0,1,0,0,1,0,0
20000,1,24,0,0,1,0,0,1,0,0
150000,1,23,0,1,0,0,0,0,1,0
50000,1,23,0,1,0,0,0,0,1,0
20000,1,24,0,1,0,0,0,0,1,0
130000,1,23,0,1,0,0,0,1,0,0
130000,1,25,0,0,1,0,0,0,1,0
60000,1,24,0,0,1,0,0,0,1,0
110000,1,24,0,0,1,0,0,0,1,0
80000,1,22,0,0,1,0,0,0,1,0
50000,1,24,0,1,0,0,0,0,1,0
80000,1,24,0,0,1,0,0,0,1,0
150000,1,24,0,1,0,0,0,0,1,0
50000,1,24,0,1,0,0,0,0,1,0
270000,1,25,0,0,1,0,0,1,0,0
180000,1,23,0,1,0,0,0,0,1,0
80000,1,24,0,1,0,0,0,0,1,0
50000,1,24,1,0,1,0,0,0,1,0
210000,1,24,1,0,1,0,0,0,1,0
90000,1,24,0,0,1,0,0,0,1,0
130000,1,24,0,1,0,0,0,0,1,0
60000,1,24,0,0,1,0,0,0,1,0
320000,1,24,0,1,0,0,0,0,1,0
130000,1,25,0,1,0,0,0,0,1,0
180000,1,25,0,0,1,0,0,0,1,0
100000,1,25,0,0,0,1,0,0,1,0
80000,1,25,0,0,1,0,0,0,1,0
90000,1,25,1,0,0,0,1,0,1,0
310000,1,25,0,1,0,0,0,0,1,0
360000,1,25,0,0,1,0,0,0,1,0
180000,1,26,0,1,0,0,0,0,1,0
40000,1,24,0,1,0,0,0,0,1,0
20000,1,24,1,1,0,0,0,0,1,0
90000,1,24,0,0,1,0,0,1,0,0
210000,1,25,0,0,1,0,0,0,1,0
180000,1,25,0,0,1,0,0,0,1,0
220000,1,25,1,0,1,0,0,0,1,0
150000,1,25,0,1,0,0,0,0,1,0
50000,1,25,0,0,1,0,0,0,1,0
20000,1,25,1,1,0,0,0,0,1,0
130000,1,25,0,1,0,0,0,0,1,0
200000,1,25,0,1,0,0,0,0,1,0
320000,1,25,0,0,0,1,0,0,1,0
90000,1,25,0,0,1,0,0,0,1,0
160000,1,25,1,0,1,0,0,1,0,0
210000,1,26,0,1,0,0,0,1,0,0
360000,1,26,0,1,0,0,0,0,1,0
220000,1,26,1,0,1,0,0,0,1,0
200000,1,25,0,1,0,0,0,0,1,0
60000,1,27,0,0,0,0,1,0,1,0
30000,1,24,0,0,1,0,0,0,1,0
50000,1,24,0,0,0,1,0,1,0,0
90000,1,25,0,1,0,0,0,0,1,0
110000,1,25,0,0,1,0,0,0,1,0
140000,1,25,0,0,1,0,0,0,1,0
200000,1,25,0,0,1,0,0,0,1,0
30000,1,25,0,0,1,0,0,0,1,0
50000,1,25,0,1,0,0,0,0,1,0
50000,1,25,1,1,0,0,0,0,1,0
50000,1,25,0,1,0,0,0,0,1,0
80000,1,24,0,0,0,1,0,1,0,0
240000,1,25,0,0,0,0,1,0,1,0
120000,1,25,1,0,0,1,0,0,1,0
200000,1,26,0,1,0,0,0,0,1,0
140000,1,26,0,1,0,0,0,0,1,0
360000,1,26,0,0,1,0,0,0,1,0
70000,1,26,0,0,1,0,0,1,0,0
170000,1,26,1,0,1,0,0,0,1,0
140000,1,26,1,0,0,1,0,0,1,0
20000,1,24,1,0,1,0,0,0,1,0
50000,1,24,0,1,0,0,0,0,1,0
110000,1,25,0,1,0,0,0,0,1,0
180000,1,26,0,0,1,0,0,0,1,0
90000,1,25,1,0,1,0,0,0,1,0
120000,1,26,0,1,0,0,0,0,1,0
140000,1,26,0,1,0,0,0,0,1,0
290000,1,26,1,0,1,0,0,1,0,0
310000,1,26,0,1,0,0,0,0,1,0
30000,1,27,0,1,0,0,0,0,1,0
200000,1,25,0,1,0,0,0,1,0,0
180000,1,26,0,0,0,1,0,0,1,0
120000,1,24,0,0,1,0,0,1,0,0
290000,1,25,0,1,0,0,0,0,1,0
90000,1,26,0,0,0,1,0,0,1,0
260000,1,26,0,1,0,0,0,0,1,0
230000,1,26,0,1,0,0,0,0,1,0
270000,1,27,0,1,0,0,0,0,1,0
280000,1,29,0,0,1,0,0,0,1,0
110000,1,27,1,0,1,0,0,0,1,0
60000,1,27,0,1,0,0,0,0,1,0
70000,1,27,0,1,0,0,0,0,1,0
100000,1,27,1,0,1,0,0,1,0,0
140000,1,27,0,0,1,0,0,1,0,0
50000,1,22,1,0,1,0,0,1,0,0
80000,1,23,0,1,0,0,0,0,1,0
40000,1,24,0,0,0,0,0,1,0,0
140000,1,24,1,0,1,0,0,0,1,0
200000,1,24,0,0,1,0,0,0,1,0
50000,1,24,0,0,1,0,0,0,1,0
80000,1,24,0,0,1,0,0,0,1,0
270000,1,26,0,0,1,0,0,1,0,0
70000,1,27,1,0,1,0,0,1,0,0
200000,1,25,0,1,0,0,0,0,1,0
170000,1,25,1,0,1,0,0,0,1,0
420000,1,25,0,0,1,0,0,0,1,0
50000,1,26,1,1,0,0,0,0,1,0
140000,1,27,0,0,1,0,0,0,1,0
130000,1,27,0,1,0,0,0,0,1,0
270000,1,27,0,1,0,0,0,0,1,0
80000,1,27,0,0,0,0,0,0,1,0
160000,1,26,0,0,1,0,0,1,0,0
130000,1,26,1,0,1,0,0,0,1,0
160000,1,27,0,0,1,0,0,0,1,0
180000,1,27,0,0,1,0,0,0,1,0
180000,1,27,0,1,0,0,0,0,1,0
210000,1,27,0,0,0,1,0,1,0,0
150000,1,26,0,0,0,1,0,0,1,0
360000,1,26,0,1,0,0,0,1,0,0
470000,1,26,0,0,1,0,0,0,1,0
40000,1,27,0,1,0,0,0,0,1,0
200000,1,27,0,1,0,0,0,0,1,0
150000,1,27,0,1,0,0,0,0,1,0
90000,1,25,1,0,1,0,0,0,1,0
60000,1,26,0,0,1,0,0,0,1,0
80000,1,26,0,1,0,0,0,0,1,0
160000,1,26,0,1,0,0,0,0,1,0
130000,1,27,0,1,0,0,0,0,1,0
70000,1,26,0,0,0,1,0,0,1,0
170000,1,24,0,0,1,0,0,0,1,0
50000,1,25,0,0,1,0,0,0,1,0
100000,1,25,0,1,0,0,0,1,0,0
130000,1,27,0,1,0,0,0,0,1,0
60000,1,23,0,0,1,0,0,0,1,0
290000,1,25,0,0,1,0,0,0,1,0
50000,1,26,0,0,1,0,0,1,0,0
140000,1,24,0,1,0,0,0,0,1,0
120000,1,24,0,1,0,0,0,0,1,0
190000,1,26,0,0,1,0,0,0,1,0
30000,1,22,0,0,1,0,0,0,1,0
160000,1,26,0,0,0,1,0,0,1,0
230000,1,26,0,0,0,0,1,0,1,0
130000,1,27,0,0,0,1,0,0,1,0
340000,1,27,0,1,0,0,0,0,1,0
230000,1,28,1,1,0,0,0,0,1,0
90000,1,25,0,1,0,0,0,0,1,0
300000,1,26,0,0,1,0,0,0,1,0
110000,1,25,1,0,1,0,0,0,1,0
140000,1,25,0,1,0,0,0,0,1,0
180000,1,26,1,0,1,0,0,0,1,0
70000,1,26,1,1,0,0,0,0,1,0
180000,1,27,0,0,1,0,0,1,0,0
150000,1,27,0,0,1,0,0,0,1,0
30000,1,27,0,0,1,0,0,1,0,0
230000,1,25,0,0,1,0,0,0,1,0
180000,1,27,0,0,1,0,0,1,0,0
150000,1,27,0,0,1,0,0,0,1,0
40000,1,27,0,1,0,0,0,0,1,0
40000,1,27,1,1,0,0,0,0,1,0
120000,1,27,1,0,1,0,0,0,1,0
140000,1,27,0,1,0,0,0,0,1,0
80000,1,27,0,1,0,0,0,1,0,0
420000,1,27,0,1,0,0,0,0,1,0
180000,1,27,0,0,0,1,0,0,1,0
90000,1,27,0,0,1,0,0,1,0,0
330000,1,27,0,0,1,0,0,1,0,0
260000,1,27,0,0,1,0,0,1,0,0
200000,1,27,0,0,1,0,0,0,1,0
30000,1,23,0,0,1,0,0,0,1,0
300000,1,24,0,0,1,0,0,0,1,0
130000,1,24,0,1,0,0,0,0,1,0
30000,1,22,0,0,1,0,0,0,1,0
30000,1,23,1,0,1,0,0,0,1,0
130000,1,23,0,1,0,0,0,0,1,0
190000,1,28,0,0,1,0,0,0,1,0
230000,1,23,1,0,1,0,0,0,1,0
50000,1,24,0,0,1,0,0,0,1,0
70000,1,24,0,0,1,0,0,1,0,0
50000,1,25,1,0,1,0,0,1,0,0
60000,1,24,1,1,0,0,0,0,1,0
150000,1,25,0,0,1,0,0,0,1,0
240000,1,27,0,0,1,0,0,1,0,0
110000,1,25,0,0,1,0,0,0,1,0
110000,1,26,0,0,1,0,0,1,0,0
50000,1,25,0,0,1,0,0,0,1,0
210000,1,29,0,1,0,0,0,0,1,0
160000,1,28,0,1,0,0,0,0,1,0
120000,1,29,0,1,0,0,0,0,1,0
130000,1,27,0,0,0,0,0,1,0,0
170000,1,27,0,0,1,0,0,0,1,0
120000,1,27,0,1,0,0,0,0,1,0
170000,1,27,0,1,0,0,0,0,1,0
290000,1,27,0,0,1,0,0,0,1,0
70000,1,27,0,1,0,0,0,0,1,0
140000,1,27,0,0,1,0,0,0,1,0
180000,1,27,1,1,0,0,0,0,1,0
200000,1,27,0,1,0,0,0,0,1,0
90000,1,27,1,0,1,0,0,0,1,0
80000,1,27,0,0,1,0,0,0,1,0
130000,1,27,0,1,0,0,0,1,0,0
20000,1,27,0,0,1,0,0,1,0,0
200000,1,27,1,1,0,0,0,0,1,0
200000,1,27,0,0,1,0,0,0,1,0
120000,1,27,1,0,1,0,0,0,1,0
60000,1,28,0,0,0,1,0,1,0,0
340000,1,28,0,0,0,1,0,0,1,0
150000,1,28,1,1,0,0,0,0,1,0
160000,1,28,0,0,0,1,0,0,1,0
200000,1,28,0,1,0,0,0,0,1,0
50000,1,28,1,0,0,1,0,1,0,0
170000,1,27,1,1,0,0,0,0,1,0
280000,1,27,0,0,1,0,0,1,0,0
270000,1,26,0,1,0,0,0,0,1,0
120000,1,27,0,0,1,0,0,0,1,0
280000,1,27,0,1,0,0,0,0,1,0
50000,1,27,0,1,0,0,0,0,1,0
200000,1,28,0,1,0,0,0,0,1,0
50000,1,27,1,0,1,0,0,1,0,0
150000,1,28,0,1,0,0,0,0,1,0
50000,1,28,1,0,0,1,0,0,1,0
150000,1,27,0,0,1,0,0,0,1,0
150000,1,27,0,1,0,0,0,0,1,0
90000,1,27,0,0,1,0,0,0,1,0
500000,1,28,0,1,0,0,0,0,1,0
300000,1,28,0,0,1,0,0,0,1,0
240000,1,28,0,0,1,0,0,0,1,0
120000,1,28,0,0,1,0,0,0,1,0
120000,1,28,0,0,1,0,0,1,0,0
390000,1,28,0,1,0,0,0,0,1,0
200000,1,28,0,0,1,0,0,1,0,0
80000,1,24,0,0,1,0,0,0,1,0
20000,1,23,1,0,1,0,0,0,1,0
50000,1,24,0,0,1,0,0,0,1,0
70000,1,25,1,0,1,0,0,0,1,0
170000,1,24,0,0,1,0,0,0,1,0
80000,1,25,0,0,1,0,0,0,1,0
310000,1,27,0,0,1,0,0,0,1,0
230000,1,27,0,1,0,0,0,0,1,0
20000,1,27,0,0,1,0,0,0,1,0
270000,1,27,0,0,1,0,0,1,0,0
230000,1,27,1,0,0,1,0,0,1,0
230000,1,28,0,0,1,0,0,0,1,0
200000,1,28,0,1,0,0,0,0,1,0
30000,1,28,0,0,0,1,0,0,1,0
300000,1,28,1,0,1,0,0,0,1,0
500000,1,29,0,1,0,0,0,0,1,0
170000,1,29,0,1,0,0,0,0,1,0
200000,1,29,0,0,1,0,0,0,1,0
500000,1,29,0,1,0,0,0,0,1,0
50000,1,29,0,0,1,0,0,0,1,0
150000,1,29,0,1,0,0,0,0,1,0
100000,1,29,0,0,1,0,0,0,1,0
150000,1,26,0,1,0,0,0,0,1,0
170000,1,26,0,1,0,0,0,0,1,0
100000,1,27,0,0,1,0,0,0,1,0
160000,1,27,0,1,0,0,0,0,1,0
90000,1,27,0,1,0,0,0,0,1,0
190000,1,27,0,0,1,0,0,0,1,0
200000,1,28,0,0,1,0,0,0,1,0
50000,1,28,0,0,1,0,0,1,0,0
260000,1,28,0,1,0,0,0,0,1,0
250000,1,29,0,0,1,0,0,0,1,0
230000,1,29,0,1,0,0,0,0,1,0
240000,1,26,0,1,0,0,0,0,1,0
110000,1,27,1,1,0,0,0,0,1,0
60000,1,27,0,1,0,0,0,0,1,0
80000,1,24,0,1,0,0,0,0,1,0
230000,1,28,0,0,1,0,0,0,1,0
210000,1,28,0,1,0,0,0,0,1,0
100000,1,28,1,0,1,0,0,0,1,0
50000,1,29,1,0,1,0,0,0,1,0
50000,1,27,0,0,1,0,0,0,1,0
40000,1,27,1,1,0,0,0,0,1,0
90000,1,24,0,0,1,0,0,0,1,0
70000,1,25,0,1,0,0,0,0,1,0
30000,1,26,0,0,1,0,0,1,0,0
170000,1,27,0,1,0,0,0,0,1,0
80000,1,27,0,0,1,0,0,0,1,0
140000,1,27,0,0,1,0,0,0,1,0
30000,1,25,0,0,1,0,0,0,1,0
40000,1,25,1,0,1,0,0,0,1,0
50000,1,26,0,1,0,0,0,0,1,0
230000,1,26,0,0,1,0,0,0,1,0
60000,1,27,0,1,0,0,0,0,1,0
60000,1,27,0,1,0,0,0,0,1,0
250000,1,29,0,0,1,0,0,0,1,0
240000,1,29,0,1,0,0,0,1,0,0
310000,1,28,0,1,0,0,0,0,1,0
320000,1,28,0,1,0,0,0,0,1,0
20000,1,28,0,1,0,0,0,0,1,0
300000,1,28,0,1,0,0,0,0,1,0
50000,1,28,0,0,1,0,0,0,1,0
570000,1,28,0,1,0,0,0,0,1,0
160000,1,28,0,1,0,0,0,0,1,0
230000,1,28,0,0,1,0,0,0,1,0
250000,1,28,0,1,0,0,0,0,1,0
80000,1,28,0,0,1,0,0,0,1,0
60000,1,28,0,0,0,1,0,0,1,0
90000,1,24,0,0,0,0,0,0,1,0
150000,1,25,0,1,0,0,0,1,0,0
90000,1,25,0,0,0,1,0,1,0,0
150000,1,25,0,1,0,0,0,0,1,0
150000,1,24,0,1,0,0,0,0,1,0
400000,1,25,0,0,0,1,0,1,0,0
200000,1,25,0,1,0,0,0,0,1,0
210000,1,25,0,1,0,0,0,0,1,0
140000,1,28,1,0,1,0,0,1,0,0
220000,1,28,0,0,1,0,0,0,1,0
250000,1,29,0,0,1,0,0,1,0,0
120000,1,29,0,1,0,0,0,0,1,0
200000,1,28,0,0,1,0,0,1,0,0
50000,1,29,0,0,1,0,0,0,1,0
50000,1,29,0,0,0,1,0,0,1,0
230000,1,29,0,1,0,0,0,0,1,0
100000,1,29,0,1,0,0,0,1,0,0
50000,1,29,0,0,1,0,0,1,0,0
330000,1,27,0,1,0,0,0,0,1,0
90000,1,27,0,1,0,0,0,0,1,0
150000,1,27,0,0,1,0,0,1,0,0
70000,1,28,0,0,0,1,0,0,1,0
80000,1,28,0,1,0,0,0,0,1,0
130000,1,28,0,0,1,0,0,0,1,0
130000,1,29,0,1,0,0,0,0,1,0
140000,1,29,1,0,1,0,0,0,1,0
240000,1,27,1,0,0,1,0,1,0,0
160000,1,26,0,1,0,0,0,0,1,0
50000,1,26,1,1,0,0,0,0,1,0
500000,1,27,0,1,0,0,0,0,1,0
260000,1,28,0,0,1,0,0,1,0,0
100000,1,23,0,0,1,0,0,0,1,0
130000,1,23,0,0,1,0,0,0,1,0
80000,1,26,0,1,0,0,0,0,1,0
400000,1,29,0,0,1,0,0,0,1,0
360000,1,27,0,0,1,0,0,0,1,0
190000,1,28,0,1,0,0,0,0,1,0
90000,1,28,0,0,1,0,0,0,1,0
50000,1,29,0,1,0,0,0,0,1,0
80000,1,29,0,0,1,0,0,0,1,0
120000,1,29,0,0,1,0,0,0,1,0
100000,1,28,1,0,1,0,0,0,1,0
170000,1,28,0,1,0,0,0,1,0,0
90000,1,28,0,1,0,0,0,0,1,0
400000,1,27,1,1,0,0,0,0,1,0
230000,1,27,0,1,0,0,0,0,1,0
260000,1,28,0,1,0,0,0,0,1,0
110000,1,29,0,0,1,0,0,0,1,0
500000,1,28,0,0,1,0,0,0,1,0
90000,1,28,0,0,1,0,0,0,1,0
60000,1,28,0,1,0,0,0,0,1,0
320000,1,28,1,0,1,0,0,1,0,0
320000,1,29,0,0,1,0,0,1,0,0
190000,1,28,0,1,0,0,0,0,1,0
80000,1,28,1,1,0,0,0,0,1,0
230000,1,28,1,0,1,0,0,1,0,0
310000,1,29,0,1,0,0,0,1,0,0
260000,1,29,0,0,1,0,0,0,1,0
200000,1,29,0,1,0,0,0,0,1,0
200000,1,29,0,1,0,0,0,0,1,0
200000,1,28,0,0,1,0,0,0,1,0
50000,1,28,0,0,1,0,0,0,1,0
50000,1,28,1,0,0,1,0,0,1,0
50000,1,29,0,1,0,0,0,0,1,0
240000,1,29,0,0,1,0,0,1,0,0
100000,1,29,0,0,1,0,0,0,1,0
230000,1,28,0,0,1,0,0,0,1,0
230000,1,29,0,1,0,0,0,0,1,0
240000,1,28,1,0,1,0,0,1,0,0
150000,1,30,0,0,1,0,0,1,0,0
150000,1,30,0,0,1,0,0,1,0,0
200000,1,29,0,1,0,0,0,0,1,0
60000,1,29,1,0,1,0,0,0,1,0
50000,1,31,0,0,1,0,0,0,1,0
140000,1,31,0,0,1,0,0,0,1,0
220000,1,30,0,1,0,0,0,1,0,0
300000,1,28,0,1,0,0,0,0,1,0
300000,1,29,0,1,0,0,0,0,1,0
200000,1,29,0,1,0,0,0,0,1,0
80000,1,29,0,0,1,0,0,0,0,1
430000,1,29,1,0,1,0,0,0,1,0
60000,1,29,0,0,1,0,0,0,0,1
170000,1,29,0,0,1,0,0,0,1,0
50000,1,29,0,0,1,0,0,0,1,0
420000,1,26,0,0,1,0,0,0,1,0
80000,1,26,1,0,1,0,0,0,1,0
230000,1,27,1,1,0,0,0,0,1,0
270000,1,29,0,0,1,0,0,0,1,0
500000,1,28,0,1,0,0,0,0,1,0
220000,1,28,0,0,1,0,0,0,1,0
180000,1,24,0,0,0,1,0,0,1,0
50000,1,23,0,0,1,0,0,0,1,0
20000,1,22,0,0,0,0,0,0,1,0
20000,1,24,0,1,0,0,0,0,1,0
80000,1,22,0,1,0,0,0,0,1,0
120000,1,23,0,0,1,0,0,1,0,0
40000,1,23,0,1,0,0,0,0,1,0
100000,1,42,0,0,1,0,0,1,0,0
90000,1,25,0,0,1,0,0,0,1,0
160000,1,24,0,0,1,0,0,0,1,0
100000,1,24,0,1,0,0,0,0,1,0
230000,1,25,0,1,0,0,0,0,1,0
60000,1,28,0,1,0,0,0,0,1,0
300000,1,26,0,1,0,0,0,1,0,0
140000,1,29,0,0,1,0,0,1,0,0
300000,1,29,1,1,0,0,0,0,1,0
60000,1,29,0,1,0,0,0,0,1,0
360000,1,29,0,0,1,0,0,0,1,0
100000,1,29,0,1,0,0,0,0,1,0
100000,1,29,0,0,1,0,0,0,1,0
320000,1,29,0,1,0,0,0,0,1,0
500000,1,29,0,0,1,0,0,0,1,0
180000,1,30,0,1,0,0,0,0,1,0
280000,1,30,1,0,1,0,0,1,0,0
140000,1,30,0,0,1,0,0,1,0,0
200000,1,30,0,0,1,0,0,1,0,0
270000,1,30,0,1,0,0,0,0,1,0
230000,1,30,0,1,0,0,0,1,0,0
210000,1,29,0,1,0,0,0,0,1,0
170000,1,29,0,1,0,0,0,0,1,0
230000,1,29,0,1,0,0,0,0,1,0
300000,1,29,0,0,1,0,0,0,1,0
150000,1,29,0,0,0,1,0,0,1,0
360000,1,29,0,1,0,0,0,0,1,0
110000,1,29,1,0,1,0,0,0,1,0
150000,1,30,0,1,0,0,0,0,0,1
50000,1,27,0,1,0,0,0,0,1,0
170000,1,27,0,1,0,0,0,0,1,0
210000,1,27,0,0,1,0,0,0,1,0
50000,1,28,1,0,1,0,0,0,1,0
200000,1,30,0,0,1,0,0,0,1,0
100000,1,28,0,1,0,0,0,0,1,0
180000,1,31,0,0,1,0,0,0,1,0
80000,1,33,0,0,1,0,0,1,0,0
80000,1,27,1,0,1,0,0,1,0,0
50000,1,29,0,0,0,1,0,1,0,0
560000,1,28,0,0,1,0,0,1,0,0
150000,1,28,1,0,1,0,0,0,1,0
310000,1,27,1,0,1,0,0,0,1,0
210000,1,27,0,0,1,0,0,0,1,0
200000,1,27,0,1,0,0,0,0,1,0
100000,1,28,0,1,0,0,0,0,1,0
200000,1,28,0,0,1,0,0,1,0,0
40000,1,28,0,0,1,0,0,1,0,0
80000,1,29,0,0,0,1,0,1,0,0
360000,1,29,0,0,0,1,0,0,1,0
290000,1,28,0,0,1,0,0,0,1,0
90000,1,28,0,1,0,0,0,0,1,0
280000,1,29,0,1,0,0,0,0,1,0
50000,1,29,0,1,0,0,0,0,1,0
200000,1,29,0,0,0,1,0,1,0,0
400000,1,30,0,0,1,0,0,0,1,0
210000,1,31,0,1,0,0,0,0,1,0
